id,prompt,label,reasoning,graph_id,story_id,rung,query_type,formal_form
791,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school. The overall probability of waking up late is 89%. The probability of waking up on time and arriving to school on time is 8%. The probability of waking up late and arriving to school on time is 37%.",no,"Let V2 = traffic; X = Alice waking up; Y = Alice arriving to school.
X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.89
P(Y=1, X=0=1) = 0.08
P(Y=1, X=1=1) = 0.37
0.37/0.89 - 0.08/0.11 = -0.36
-0.36 < 0",fork,getting_late,1,correlation,P(Y | X)
19371,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. The overall probability of smoking is 96%. The probability of nonsmoking and freckles is 2%. The probability of smoking and freckles is 65%.",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.96
P(Y=1, X=0=1) = 0.02
P(Y=1, X=1=1) = 0.65
0.65/0.96 - 0.02/0.04 = 0.22
0.22 > 0",frontdoor,smoking_frontdoor,1,correlation,P(Y | X)
1048,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. The overall probability of taking the elevator is 65%. For those who choose to take the stairs, the probability of penguin death is 29%. For those who choose to take the elevator, the probability of penguin death is 27%.",yes,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.65
P(Y=1 | X=0) = 0.29
P(Y=1 | X=1) = 0.27
0.65*0.27 - 0.35*0.29 = 0.28
0.28 > 0",mediation,penguin,1,marginal,P(Y)
3888,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and disease. Vaccination has a direct effect on disease. The overall probability of getting the vaccine is 49%. For people refusing the vaccine, the probability of recovering from the disease is 55%. For people getting the vaccine, the probability of recovering from the disease is 41%.",no,"Let V1 = pre-conditions; X = vaccination; Y = disease.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.49
P(Y=1 | X=0) = 0.55
P(Y=1 | X=1) = 0.41
0.49*0.41 - 0.51*0.55 = 0.48
0.48 > 0",confounding,simpson_vaccine,1,marginal,P(Y)
6363,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved. The overall probability of taking of all assigned drugs is 21%. The probability of not taking of any assigned drugs and low cholesterol is 20%. The probability of taking of all assigned drugs and low cholesterol is 7%.",yes,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.21
P(Y=1, X=0=1) = 0.20
P(Y=1, X=1=1) = 0.07
0.07/0.21 - 0.20/0.79 = 0.09
0.09 > 0",IV,cholesterol,1,correlation,P(Y | X)
15423,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Drinking coffee has a direct effect on room. The candle has a direct effect on room. The overall probability of drinking coffee is 10%. The probability of not drinking coffee and dark room is 75%. The probability of drinking coffee and dark room is 5%.",yes,"Let V2 = the candle; X = drinking coffee; Y = room.
X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.10
P(Y=1, X=0=1) = 0.75
P(Y=1, X=1=1) = 0.05
0.05/0.10 - 0.75/0.90 = -0.35
-0.35 < 0",fork,candle,1,correlation,P(Y | X)
26215,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tijw has a direct effect on xevo and gyzp. Xevo has a direct effect on tijv. Tijv has a direct effect on gyzp. Tijw is unobserved. The overall probability of xevo is 77%. For those who are not xevo, the probability of gyzp is 80%. For those who are xevo, the probability of gyzp is 62%.",no,"Let V1 = tijw; X = xevo; V3 = tijv; Y = gyzp.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.77
P(Y=1 | X=0) = 0.80
P(Y=1 | X=1) = 0.62
0.77*0.62 - 0.23*0.80 = 0.65
0.65 > 0",frontdoor,nonsense2,1,marginal,P(Y)
16512,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. The overall probability of having a sister is 6%. The probability of not having a sister and healthy heart is 75%. The probability of having a sister and healthy heart is 1%.",no,"Let X = having a sister; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.06
P(Y=1, X=0=1) = 0.75
P(Y=1, X=1=1) = 0.01
0.01/0.06 - 0.75/0.94 = -0.58
-0.58 < 0",mediation,blood_pressure,1,correlation,P(Y | X)
16767,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on having a sister and cholesterol level. Treatment assignment has a direct effect on having a sister. Having a sister has a direct effect on cholesterol level. Unobserved confounders is unobserved. The overall probability of having a sister is 37%. For patients who do not have a sister, the probability of low cholesterol is 66%. For patients who have a sister, the probability of low cholesterol is 43%.",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = having a sister; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.37
P(Y=1 | X=0) = 0.66
P(Y=1 | X=1) = 0.43
0.37*0.43 - 0.63*0.66 = 0.57
0.57 > 0",IV,cholesterol,1,marginal,P(Y)
14643,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and peanut allergy. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on peanut allergy. Gender is unobserved. The overall probability of smoking is 38%. For nonsmokers, the probability of being allergic to peanuts is 31%. For smokers, the probability of being allergic to peanuts is 49%.",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = peanut allergy.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.38
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.49
0.38*0.49 - 0.62*0.31 = 0.38
0.38 > 0",frontdoor,smoking_frontdoor,1,marginal,P(Y)
15462,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Drinking coffee has a direct effect on room. The candle has a direct effect on room. The overall probability of drinking coffee is 18%. For people who do not drink coffee, the probability of dark room is 87%. For people who drink coffee, the probability of dark room is 54%.",yes,"Let V2 = the candle; X = drinking coffee; Y = room.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.18
P(Y=1 | X=0) = 0.87
P(Y=1 | X=1) = 0.54
0.18*0.54 - 0.82*0.87 = 0.81
0.81 > 0",fork,candle,1,marginal,P(Y)
371,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on employee. Director has a direct effect on employee. The overall probability of manager signing the termination letter is 15%. The probability of manager not signing the termination letter and employee being fired is 25%. The probability of manager signing the termination letter and employee being fired is 11%.",yes,"Let V1 = CEO; V3 = director; X = manager; Y = employee.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.15
P(Y=1, X=0=1) = 0.25
P(Y=1, X=1=1) = 0.11
0.11/0.15 - 0.25/0.85 = 0.45
0.45 > 0",diamondcut,firing_employee,1,correlation,P(Y | X)
7604,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. The overall probability of intelligent parents is 3%. For children with unintelligent parents, the probability of intelligent child is 62%. For children with intelligent parents, the probability of intelligent child is 47%.",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.03
P(Y=1 | X=0) = 0.62
P(Y=1 | X=1) = 0.47
0.03*0.47 - 0.97*0.62 = 0.61
0.61 > 0",arrowhead,nature_vs_nurture,1,marginal,P(Y)
22972,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on lirg. Hwax has a direct effect on lirg. The overall probability of jyka is 14%. For those who are not jyka, the probability of lirg is 71%. For those who are jyka, the probability of lirg is 66%.",no,"Let V2 = hwax; X = jyka; Y = lirg.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.14
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.66
0.14*0.66 - 0.86*0.71 = 0.70
0.70 > 0",fork,nonsense4,1,marginal,P(Y)
12189,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on black hair. The overall probability of college degree or higher is 53%. For people without a college degree, the probability of black hair is 47%. For people with a college degree or higher, the probability of black hair is 61%.",yes,"Let X = education level; V2 = skill; Y = black hair.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.53
P(Y=1 | X=0) = 0.47
P(Y=1 | X=1) = 0.61
0.53*0.61 - 0.47*0.47 = 0.54
0.54 > 0",chain,college_salary,1,marginal,P(Y)
11329,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tanning salon treatment has a direct effect on foot size. Going to the beach has a direct effect on foot size. The overall probability of tanning salon treatment is 5%. For people not using tanning salon treatments, the probability of large feet is 16%. For people who went to tanning salons, the probability of large feet is 66%.",no,"Let V2 = going to the beach; X = tanning salon treatment; Y = foot size.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.05
P(Y=1 | X=0) = 0.16
P(Y=1 | X=1) = 0.66
0.05*0.66 - 0.95*0.16 = 0.19
0.19 > 0",fork,getting_tanned,1,marginal,P(Y)
3431,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on scurvy. The overall probability of citrus intake is 94%. For patients not consuming citrus, the probability of scurvy is 68%. For patients consuming citrus, the probability of scurvy is 51%.",no,"Let X = eating citrus; V2 = vitmain C; Y = scurvy.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.94
P(Y=1 | X=0) = 0.68
P(Y=1 | X=1) = 0.51
0.94*0.51 - 0.06*0.68 = 0.52
0.52 > 0",chain,orange_scurvy,1,marginal,P(Y)
26987,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Lirg has a direct effect on hwax. The overall probability of jyka is 20%. For those who are not jyka, the probability of lirg is 95%. For those who are jyka, the probability of lirg is 95%.",no,"Let Y = lirg; X = jyka; V3 = hwax.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.20
P(Y=1 | X=0) = 0.95
P(Y=1 | X=1) = 0.95
0.20*0.95 - 0.80*0.95 = 0.95
0.95 > 0",collision,nonsense4,1,marginal,P(Y)
15949,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to speak english has a direct effect on the forest. The smoker has a direct effect on the forest. The overall probability of speaking english is 95%. For people who do not speak english, the probability of the forest on fire is 71%. For people who speak english, the probability of the forest on fire is 57%.",no,"Let V2 = the smoker; X = ability to speak english; Y = the forest.
X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.95
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.57
0.95*0.57 - 0.05*0.71 = 0.58
0.58 > 0",fork,forest_fire,1,marginal,P(Y)
7409,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. The overall probability of male gender is 18%. For individuals who are not male, the probability of high salary is 43%. For individuals who are male, the probability of high salary is 47%.",yes,"Let V2 = skill; X = gender; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.18
P(Y=1 | X=0) = 0.43
P(Y=1 | X=1) = 0.47
0.18*0.47 - 0.82*0.43 = 0.43
0.43 > 0",arrowhead,gender_pay,1,marginal,P(Y)
2238,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status. The overall probability of male gender is 54%. For individuals who are not male, the probability of admission acceptance is 49%. For individuals who are male, the probability of admission acceptance is 24%.",yes,"Let X = gender; V2 = department competitiveness; Y = admission status.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.54
P(Y=1 | X=0) = 0.49
P(Y=1 | X=1) = 0.24
0.54*0.24 - 0.46*0.49 = 0.30
0.30 > 0",mediation,gender_admission,1,marginal,P(Y)
2937,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. The overall probability of intelligent parents is 41%. The probability of unintelligent parents and intelligent child is 15%. The probability of intelligent parents and intelligent child is 22%.",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.41
P(Y=1, X=0=1) = 0.15
P(Y=1, X=1=1) = 0.22
0.22/0.41 - 0.15/0.59 = 0.28
0.28 > 0",arrowhead,nature_vs_nurture,1,correlation,P(Y | X)
1866,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and salary. Proximity to a college has a direct effect on education level. Education level has a direct effect on salary. Unobserved confounders is unobserved. The overall probability of college degree or higher is 36%. The probability of high school degree or lower and high salary is 12%. The probability of college degree or higher and high salary is 23%.",yes,"Let V2 = proximity to a college; V1 = unobserved confounders; X = education level; Y = salary.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.36
P(Y=1, X=0=1) = 0.12
P(Y=1, X=1=1) = 0.23
0.23/0.36 - 0.12/0.64 = 0.46
0.46 > 0",IV,college_wage,1,correlation,P(Y | X)
15678,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having visited England has a direct effect on the private and the corporal. The corporal has a direct effect on prisoner. The private has a direct effect on prisoner. The overall probability of having visited England is 8%. The probability of not having visited England and the prisoner's death is 29%. The probability of having visited England and the prisoner's death is 7%.",no,"Let X = having visited England; V3 = the private; V2 = the corporal; Y = prisoner.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.08
P(Y=1, X=0=1) = 0.29
P(Y=1, X=1=1) = 0.07
0.07/0.08 - 0.29/0.92 = 0.55
0.55 > 0",diamond,firing_squad,1,correlation,P(Y | X)
28161,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on xyfo and yupt. Yupt has a direct effect on muvq. Xyfo has a direct effect on muvq. The overall probability of yupt is 73%. The probability of not yupt and muvq is 20%. The probability of yupt and muvq is 20%.",yes,"Let V1 = zupj; V3 = xyfo; X = yupt; Y = muvq.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.73
P(Y=1, X=0=1) = 0.20
P(Y=1, X=1=1) = 0.20
0.20/0.73 - 0.20/0.27 = -0.48
-0.48 < 0",diamondcut,nonsense6,1,correlation,P(Y | X)
25833,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Muvy has a direct effect on kwox and kwoz. Swoq has a direct effect on kwox. Kwox has a direct effect on kwoz. Muvy is unobserved. The overall probability of kwox is 56%. The probability of not kwox and kwoz is 23%. The probability of kwox and kwoz is 14%.",yes,"Let V2 = swoq; V1 = muvy; X = kwox; Y = kwoz.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.56
P(Y=1, X=0=1) = 0.23
P(Y=1, X=1=1) = 0.14
0.14/0.56 - 0.23/0.44 = -0.27
-0.27 < 0",IV,nonsense1,1,correlation,P(Y | X)
21180,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on swoy and rixq. Rixq has a direct effect on xevu. Swoy has a direct effect on xevu. The overall probability of rixq is 17%. The probability of not rixq and xevu is 65%. The probability of rixq and xevu is 6%.",yes,"Let V1 = zuph; V3 = swoy; X = rixq; Y = xevu.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.17
P(Y=1, X=0=1) = 0.65
P(Y=1, X=1=1) = 0.06
0.06/0.17 - 0.65/0.83 = -0.43
-0.43 < 0",diamondcut,nonsense0,1,correlation,P(Y | X)
2746,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Appearance has a direct effect on relationship status. The overall probability of kindness is 86%. For people with mean personalities, the probability of attractive appearance is 60%. For people with kind personalities, the probability of attractive appearance is 60%.",no,"Let Y = appearance; X = personality; V3 = relationship status.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.86
P(Y=1 | X=0) = 0.60
P(Y=1 | X=1) = 0.60
0.86*0.60 - 0.14*0.60 = 0.60
0.60 > 0",collision,man_in_relationship,1,marginal,P(Y)
18017,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and lactose intolerance. Other unobserved factors has a direct effect on parents' social status and lactose intolerance. Parents' social status has a direct effect on lactose intolerance. Other unobserved factors is unobserved. The overall probability of intelligent parents is 7%. For children with unintelligent parents, the probability of being lactose intolerant is 86%. For children with intelligent parents, the probability of being lactose intolerant is 35%.",yes,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = lactose intolerance.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.07
P(Y=1 | X=0) = 0.86
P(Y=1 | X=1) = 0.35
0.07*0.35 - 0.93*0.86 = 0.82
0.82 > 0",arrowhead,nature_vs_nurture,1,marginal,P(Y)
22290,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Cwoi has a direct effect on yomx and xevu. Yomx has a direct effect on gwet. Gwet has a direct effect on xevu. Cwoi is unobserved. The overall probability of yomx is 64%. For those who are not yomx, the probability of xevu is 76%. For those who are yomx, the probability of xevu is 54%.",no,"Let V1 = cwoi; X = yomx; V3 = gwet; Y = xevu.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.64
P(Y=1 | X=0) = 0.76
P(Y=1 | X=1) = 0.54
0.64*0.54 - 0.36*0.76 = 0.49
0.49 > 0",frontdoor,nonsense3,1,marginal,P(Y)
14457,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Maternal smoking status has a direct effect on infant's birth weight and freckles. Health condition has a direct effect on infant's birth weight and freckles. Infant's birth weight has a direct effect on freckles. Health condition is unobserved. The overall probability of smoking mother is 12%. The probability of nonsmoking mother and freckles is 19%. The probability of smoking mother and freckles is 8%.",no,"Let V2 = health condition; X = maternal smoking status; V3 = infant's birth weight; Y = freckles.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.12
P(Y=1, X=0=1) = 0.19
P(Y=1, X=1=1) = 0.08
0.08/0.12 - 0.19/0.88 = 0.44
0.44 > 0",arrowhead,smoke_birthWeight,1,correlation,P(Y | X)
18632,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on full moon and price. Yield per acre has a direct effect on full moon. Full moon has a direct effect on price. Demand is unobserved. The overall probability of full moon is 66%. The probability of no full moon and increased price is 14%. The probability of full moon and increased price is 47%.",no,"Let V2 = yield per acre; V1 = demand; X = full moon; Y = price.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.66
P(Y=1, X=0=1) = 0.14
P(Y=1, X=1=1) = 0.47
0.47/0.66 - 0.14/0.34 = 0.29
0.29 > 0",IV,price,1,correlation,P(Y | X)
23664,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. The overall probability of yupt is 81%. The probability of not yupt and muvq is 12%. The probability of yupt and muvq is 22%.",yes,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.81
P(Y=1, X=0=1) = 0.12
P(Y=1, X=1=1) = 0.22
0.22/0.81 - 0.12/0.19 = -0.36
-0.36 < 0",frontdoor,nonsense6,1,correlation,P(Y | X)
2536,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved. The overall probability of male gender is 52%. For individuals who are not male, the probability of high salary is 50%. For individuals who are male, the probability of high salary is 73%.",yes,"Let V2 = skill; X = gender; V3 = occupation; Y = salary.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.52
P(Y=1 | X=0) = 0.50
P(Y=1 | X=1) = 0.73
0.52*0.73 - 0.48*0.50 = 0.62
0.62 > 0",arrowhead,gender_pay,1,marginal,P(Y)
29212,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zuph and glimx. Zuph has a direct effect on glimx. The overall probability of zuph is 82%. The probability of not zuph and glimx is 12%. The probability of zuph and glimx is 60%.",no,"Let V1 = jyka; X = zuph; Y = glimx.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.82
P(Y=1, X=0=1) = 0.12
P(Y=1, X=1=1) = 0.60
0.60/0.82 - 0.12/0.18 = 0.10
0.10 > 0",confounding,nonsense9,1,correlation,P(Y | X)
26780,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on gwet and xevu. Cwoi has a direct effect on gwet and xevu. Gwet has a direct effect on xevu. Cwoi is unobserved. The overall probability of yomx is 57%. The probability of not yomx and xevu is 28%. The probability of yomx and xevu is 18%.",no,"Let V2 = cwoi; X = yomx; V3 = gwet; Y = xevu.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.57
P(Y=1, X=0=1) = 0.28
P(Y=1, X=1=1) = 0.18
0.18/0.57 - 0.28/0.43 = -0.34
-0.34 < 0",arrowhead,nonsense3,1,correlation,P(Y | X)
13659,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to speak english has a direct effect on diabetes and lifespan. Smoking has a direct effect on diabetes and lifespan. Diabetes has a direct effect on lifespan. Smoking is unobserved. The overall probability of speaking english is 20%. For people who do not speak english, the probability of long lifespan is 70%. For people who speak english, the probability of long lifespan is 37%.",yes,"Let V2 = smoking; X = ability to speak english; V3 = diabetes; Y = lifespan.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.20
P(Y=1 | X=0) = 0.70
P(Y=1 | X=1) = 0.37
0.20*0.37 - 0.80*0.70 = 0.64
0.64 > 0",arrowhead,obesity_mortality,1,marginal,P(Y)
17272,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Encouragement level has a direct effect on studying habit and brown eyes. Studying habit has a direct effect on brown eyes. The overall probability of encouragement is 98%. For students who are not encouraged, the probability of brown eyes is 72%. For students who are encouraged, the probability of brown eyes is 46%.",yes,"Let X = encouragement level; V2 = studying habit; Y = brown eyes.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.98
P(Y=1 | X=0) = 0.72
P(Y=1 | X=1) = 0.46
0.98*0.46 - 0.02*0.72 = 0.46
0.46 > 0",mediation,encouagement_program,1,marginal,P(Y)
